 09/01/2022, 30488B, 3290FJ,3290FJ SHOE BASE, 8.000,LF," 11.52
"
 09/26/2022, 40692B, 3290FJ,3290FJ SHOE BASE,40.000,LF," 57.60
"
 09/09/2022, 33322B, AL,ALUMINUM NAILS WH & BRN,0.050,EACH,"2.48
"
 09/19/2022, 37543B, LSS, LAG STAINLESS STEEL,0.025,EACH,"2.25
"
 09/24/2022, 40492B, LUS26Z,Z MAX 2X6 SINGLE JOIST HANGER,7.000,EACH," 10.43
"
 0, GLUES ADHESIVES CAULK, T o t a l," 972.74
"
 09/21/2022, 38728B, 0346226," 5/16X12"" ZP THREADED ROD", 1.000,EACH,"2.99
"
 09/21/2022, 39048A, 0346226," 5/16X12"" ZP THREADED ROD", 1.000- EACH,"2.99-
"
 09/23/2022, 39929A, 0601998, SHOPVAC BAG TYPE D FLOORMASTER, 1.000,EACH," 17.99
"
 09/22/2022, 39228B, 09PN37702, PNW OXY ALL ROOF WASH 4.5KG,1.000,EACH," 99.99
"
 09/09/2022, 33704B, 12-100,"1/4"" DBL FLUTE STRT BIT",1.000,EACH," 26.99
"
 09/30/2022, 43315A, 120500,GREEN GLUE SEALANT, 1.000,EACH," 19.99
"
 09/17/2022, 36946B, 1212GYPROC,"1/2"" GYPROC 1/2SHT", 1.000,EACH," 10.99
"
 09/20/2022, 38127A, 1212GYPROC,"1/2"" GYPROC 1/2SHT", 1.000,EACH," 10.99
"
 09/24/2022, 40410A, 1212GYPROC,"1/2"" GYPROC 1/2SHT", 1.000,EACH," 10.99
"
 09/15/2022, 36359A, 1601838, INVERTED MARKING PAINT CLEAR, 1.000,EACH," 11.99
"
 09/01/2022, 30672B, 2412MS,2x4-12' METAL STUD, 6.000,EACH," 98.94
"
 09/02/2022, 31121B, 2903,SHAVEHOOK SCRAPER,1.000,EACH,"5.99
"
 09/21/2022, 38944B, 36406, 12 STEP BIT 3/16-7/8, 1.000,EACH," 39.99
"
 09/06/2022, 31800B, 4034X1Q, REGAL SELECT EXT HB SOFT GLOSS, 1.000,EACH," 36.99
"
 09/08/2022, 32934A, 4473302, END CUT WOOD PRESERVATIVE 946ML,1.000,EACH," 24.99
"
 09/14/2022, 35697A, 4473302, END CUT WOOD PRESERVATIVE 946ML,1.000,EACH," 24.99
"
 09/03/2022, 31488B, 6404X1G, ARBORCOAT SOLID 4B, 3.000,EACH,"171.00
"
 09/03/2022, 31607B, KR641, WOOSTER 5MM PRO/DOO Z SLEEVE, 1.000,EACH,"6.29
"
 09/09/2022, 33777A, KR641, WOOSTER 5MM PRO/DOO Z SLEEVE, 1.000,EACH,"6.29
"
 09/10/2022, 34082B, KR641, WOOSTER 5MM PRO/DOO Z SLEEVE, 2.000,EACH," 12.58
"
 09/13/2022, 35085A, KR641, WOOSTER 5MM PRO/DOO Z SLEEVE, 2.000,EACH," 13.98
"
 09/22/2022, 39165B, KR641, WOOSTER 5MM PRO/DOO Z SLEEVE, 1.000,EACH,"6.29
"
 09/17/2022, 37147A, NP100W,NP1 WHITE 590ML SAUSAGE,1.000,EACH," 21.99
"
 09/08/2022, 33246B, PDG01-B, PATIO DOOR LOCK BROWN,1.000,EACH,"4.99
"
 09/02/2022, 31199B, PE700304,"PERFORMANCE STAIN BRUSH 3""", 1.000,EACH,"8.99
"
 09/07/2022, 32458A, PE700304,"PERFORMANCE STAIN BRUSH 3""", 1.000,EACH,"8.99
"
 09/20/2022, 38035B, PE700304,"PERFORMANCE STAIN BRUSH 3""", 2.000,EACH," 17.98
"
 09/20/2022, 38330A, PE700304,"PERFORMANCE STAIN BRUSH 3""", 1.000,EACH,"8.99
"
 09/26/2022, 40775A, PE700304,"PERFORMANCE STAIN BRUSH 3""", 2.000,EACH," 17.98
"
 09/27/2022, 41357A, PE700304,"PERFORMANCE STAIN BRUSH 3""", 1.000,EACH,"8.99
"
 09/14/2022, 35752A, PE700305,"PERFORMANCE STAIN BRUSH 4""", 1.000,EACH,"9.89
"
 09/20/2022, 38035B, PE700305,"PERFORMANCE STAIN BRUSH 4""", 2.000,EACH," 19.78
"
 09/02/2022, 30890B, SILL8," 7.5""x75' SILL GASKET", 2.000,EACH," 15.98
"
 09/08/2022, 32817B, SILL8," 7.5""x75' SILL GASKET", 3.000,EACH," 23.97
"
 09/08/2022, 33134B, SILL8," 7.5""x75' SILL GASKET", 1.000- EACH,"7.99-
"
 09/29/2022, 42384B, SILL8," 7.5""x75' SILL GASKET", 1.000,EACH,"7.99
"
 09/07/2022, 32672B, V8103162,SA-3206-2 SHOCK ABSORBER, 1.000,EACH,"105.99
"
 09/24/2022, 40340B, ZC62258, STUD SENSOR-PRO LCD,1.000,EACH," 39.99
"
 1, Paint and Stains,T o t a l," 3,516.44
"
 09/01/2022, 30457A, 00025," 2"" ECONO PAINT BRUSH", 1.000,EACH,"2.99
"
 09/06/2022, 32129B, 00025," 2"" ECONO PAINT BRUSH", 1.000,EACH,"2.69
"
 09/09/2022, 33696B, 00025," 2"" ECONO PAINT BRUSH", 1.000,EACH,"2.99
"
 09/12/2022, 34449B, 00025," 2"" ECONO PAINT BRUSH", 1.000,EACH,"2.69
"
 09/16/2022, 36614B, 00025," 2"" ECONO PAINT BRUSH", 2.000,EACH,"5.98
"
 09/28/2022, 42168A, 00027," 3"" ECONO PAINT BRUSH", 1.000,EACH,"4.99
"
 09/06/2022, 32096B, 00318, ZINSSER BULLSEYE SHELLAC CLR 47,1.000,EACH," 21.99
"
 09/12/2022, 34182B, 00382, 9'X12' 1 MIL PLASTIC DROP SHEET,5.000,EACH," 24.95
"
 09/10/2022, 34060B, 00387, 9'X12' 2 MIL PLASTIC DROP SHEET,2.000,EACH," 12.98
"
 09/08/2022, 32783B, 01018, ZINSSER BIN PRIMER AEROSOL, 3.000,EACH," 68.97
"
 09/01/2022, 30511B, 02-K41601, COLORMAXX BLACK GLOSS 340G, 1.000,EACH," 16.99
"
 09/24/2022, 40286B, 02-K41806, COLOMAXX SUN YELLOW GLOSS 340G, 1.000,EACH," 16.99
"
 09/22/2022, 39306B, 02012, BULLSEYE 123 PRIMER 3.78L,1.000,EACH," 58.99
"
 09/15/2022, 36092B, 0241607, KRYLON H/H BLACK GLOSS 340G,2.000,EACH," 39.98
"
 09/19/2022, 37878B, 0241607, KRYLON H/H BLACK GLOSS 340G,1.000,EACH," 19.99
"
 09/17/2022, 37262B, 0450627, POLYURETHANE GLOSS 236ML, 1.000,EACH," 13.99
"
 09/07/2022, 32293B, 0450648, POLYURETHANE SEMI-GLOSS AERO 32,1.000,EACH," 19.79
"
 09/19/2022, 37695B, 0450717, SPAR URETHANE GLOSS 946ML,1.000,EACH," 39.99
"
 09/08/2022, 32904B, 0503644, TREMCLAD FIRE RED GLOSS 946ML,1.000,EACH," 34.99
"
 09/14/2022, 35423B, 0503670, TREMCLAD WHITE FLAT 237ML,1.000- EACH," 11.99-
"
 09/06/2022, 32105B, 0503680, TREMCLAD WHITE GLOSS 237ML, 1.000,EACH," 14.99
"
 09/20/2022, 38473B, 0503710, TREMCLAD WHITE FLAT AERO 340G,1.000,EACH," 14.99
"
 09/22/2022, 39538B, 0503710, TREMCLAD WHITE FLAT AERO 340G,1.000,EACH," 14.99
"
 09/17/2022, 36913A, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 14.99
"
 09/19/2022, 37470B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 3.000,EACH," 44.97
"
 09/27/2022, 41235B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 14.99
"
 09/28/2022, 41818B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 14.99
"
 09/01/2022, 30760B, 0503816, TREMCLAD RED OXIDE PRIMER AERO, 1.000,EACH," 14.99
"
 09/22/2022, 39110B, 0504811, DANISH OIL RED MAHOGANY 946ML,1.000,EACH," 26.99
"
 09/24/2022, 40372B, 0510226, TREMCLAD BLACK FLAT H/H 946ML,1.000,EACH," 28.99
"
 09/21/2022, 38760B, 0510230, TREMCLAD BLACK FLAT H/H AERO, 1.000,EACH," 19.99
"
 09/13/2022, 35285B, 0510292, WHITE MARKING PAINT 426G, 2.000,EACH," 27.98
"
 09/17/2022, 36931A, 0563384," BENNETT 4""PRO PAINT EDGER PAD R",1.000,EACH,"4.49
"
 09/10/2022, 34082B, 0563390," BENNETT 4""PRO PAINT EDGER W SPA",1.000,EACH,"5.39
"
 09/26/2022, 41024B, 0565446, HANDY PAINT PAIL LINER 6PK, 1.000,EACH,"7.46
"
 09/12/2022, 34528B, 09803," PAINTPAL POLYESTER BRUSH 1""",1.000,EACH,"2.99
"
 09/16/2022, 36778B, 09804," PAINTPAL POLYESTER BRUSH 1-1/2""",1.000,EACH,"3.59
"
 09/21/2022, 38760B, 09804," PAINTPAL POLYESTER BRUSH 1-1/2""",1.000,EACH,"3.59
"
 09/07/2022, 32678A, 09806," PAINTPAL POLYESTER BRUSH 2-1/2""",1.000,EACH,"5.29
"
 09/15/2022, 36014A, 10PKCWSHOE,10 PACK SHOE COVERS,1.000,EACH,"5.99
"
 09/19/2022, 37676B, 10PKCWSHOE,10 PACK SHOE COVERS,1.000,EACH,"5.39
"
 09/02/2022, 30983A, 1500-1,SANSIN ENVIRO STAIN 0 BASE, 1.000,EACH," 79.99
"
 09/26/2022, 40768A, 1500-1,SANSIN ENVIRO STAIN 0 BASE, 1.000,EACH," 71.99
"
